country,name,iso_639_3,glottocode,wals
CM,bangwa,nge nnz,mbam1249,baf bmn fef mbi mbz mgk mkq yba yem
CM,banossi,mis,,
CM,banso,lns,lamn1239,lns
CM,banvele,mis,,
CI,baoulé,bci,baou1238,ble
CM,bapa,bbw,baba1264,mgk
CM,bapoukou,mis,,
NA,barakwena,xuu,kxoe1243,kxo
BJ,barib,bba,baat1238,brb
BJ,bariba,bba,baat1238,brb
BJ,barida,bba,baat1238,brb
NG,baruba,mis,,
NG,basange,mis,,
GH,basare,bud,ntch1242,ncm
GH,basari,bud,ntch1242,ncm
NG,bassa,bzw,basa1282,duk
CM,bassa,bas,basa1284,bas
LR,bassa,bsq,nucl1418,kla
GN,bassano foula,fuf,pula1262,fgu
GN,poular,fuf,pula1262,fgu
TG,bassar,bud,ntch1242,ncm
SN,bassari,bsc,bass1258,bsr
GH,basseli,bud,ntch1242,ncm
CM,basso,nla,ngom1271,fef yem
CM,bata,bta,bata1314,gud
CM,batanga,bnm,bata1285,bga
CM,batcham,nnh,ngie1241,fef yem
CM,batibo,mgo,meta1238,mud
CM,batie,bbj,ghom1247,fef yem
GH,batoe,ewe,ewee1241,ewa
CM,batomow,mis,,
CM,baton,mis,,
GH,battor,mis,,
NG,bawaje,mis,,
CM,bawan,mis,,
NG,bawara,mis,,
CM,baya,gya,nort2775,gbk
NG,bayam,gya,nort2775,gbk
CM,bayangam,ken,keny1279,kyg
CM,bayangi,ken,keny1279,kyg
SN,bayotte,bda,bayo1255,csk dio
NG,bazanfara,mis,,
CM,befang,bby,befa1241,agh bab baf bmn fef kou lns mbi mbz mgk mkq mud oku yba yem
GN,beka,mis,,
NG,bekwaira,mis,,
NG,bekwarr,bkv,bekw1241,efi gok ibi kan koh agb obo ogb obg
CM,belibonachi,mis,,
ML,bella,ses,koyr1242,kse
BF,bella,mis,,
LR,belle,blh,kuwa1247,bet ddj grb gue kla ney vat wob
ZM,bemba,bem,bemb1257,lmb
ZM,bembia,bem,bemb1257,lmb
GH,bemuba,bim,bimo1239,bmb
TG,ben (moba),mfq,moba1244,bmb
CM,bene,bum,bene1244,buw
CM,benegun,mis,,
CM,bengwi,mis,,
DZ,berber language,kab shi shy,berb1260,bch bmz bou brf bse bsi kbl tai tas tsk zen
MA,berber language,rif shi tzm zgh,berb1260,bch bmz bou brf bse bsi kbl tai tas tsk zen
NE,béri béri,knc,cent2050,knr
NG,berieberi,knc,cent2050,knr
NG,berom,bom,bero1242,bir
NG,beron/birom,bom,bero1242,bir
NG,biromi,bom,bero1242,bir
CM,besa,mis,,
CI,bété,bet bev btg,bete1265,bet
NG,betem,mis,,
MG,betsimisaraka,bmm bzc,nort3196,mal
NG,bette,btt,bete1262,efi gok ibi kan koh agb obo ogb obg
SN,beudick,mis,,
MU,bhojpuri,bho,bhoj1244,bho
BJ,biali,beh,bial1238,ntn wwa
NG,bijim,bij,vagh1247,tok
CM,bikom,bkm,komc1235,kou
NG,bille,bil,bile1244,jar
GH,bimoba,bim,bimo1239,bmb
BF,birifor,bfo,malb1235,dga
GH,birifori,biv,sout2790,dga
NG,birom,bom,bero1242,bir
ZM,bisa,leb,bisa1264,lmb
NG,bisa,bqp,busa1253,bus
GH,bisab,bib,biss1248,bis
BF,bissa,bib,biss1248,bis
GH,bissa,bib,biss1248,bis
MZ,bitonga,toh,gito1238,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul
CM,bobis,mis,,
BF,bobo,bbo bwq,bobo1253,bbf
ML,bobo,bmq,bomu1247,kfe
ZW,bocha,mxc,boch1238,shn
NG,bogobara,mis,,
NG,boiyana,mis,,
NG,boki,bky,boky1238,efi gok ibi kan koh agb obo ogb obg
NG,bole,bol,nucl1695,blq
BF,bolon,bof,bolo1266,bam dyu mka mnk
CM,bongken,bvg,bonk1243,bas bfi bga bku bnk buj buw dua ewo ldo mkz mpo tgo
GH,bono,abr,abro1238,akn
BJ,boo,bqc,boko1266,bok
KE,boran,gax,bora1272,orb
KE,borana,gax,bora1272,orb
NG,borom,mis,,
CM,bouda,mis,,
ML,bozo,boz bze boo bzx,bozo1252,boz
NG,brass,mis,,
GH,brefo,mis,,
GH,brefo/birfuo,biv,sout2790,dga
GH,brong,abr,abro1238,akn
GH,brosa,any,anyi1245,ayi
SD,brown amer language,mis,,
CM,bu,boe,mund1328,agh bab bfi baf bku bkn bmn bnk bas buj buw dua eja ewo fef gun kyg kou lns ldo mkz mla mkq mbz mbi mud mgk nge non oku tik tki tnn yba yem
GH,buam/lelemi,lef,lele1264,llm
CM,buda,mis,,
ZW,budya,mis,,
GH,buem,lef,lele1264,llm
GH,buile,mis,,
GH,builsa,bwu,buli1254,buy
ZW,buja,sna,budy1238,shn
NG,buji,jer,buji1242,amo
NG,bujja,mis,,
NG,buju,jer,buji1242,amo
KE,bukusu,bxk,buku1249,buk
GH,bule,bwu,buli1254,buy
ZA,bulgarian,bul,bulg1262,bul
GH,buli,bwu,buli1254,buy
GH,bulsa,bwu,buli1254,buy
CM,bulu,bum,bulu1251,buw
CM,bum,mdd,mbum1254,mbm
NG,bura,bwr,bura1292,bpa
NG,burah,bwr,bura1292,bpa
KE,burji,bji,burj1242,brj
GH,busanga,mis,,
NG,bussa,mis,,
GH,buzanga,mis,,
BF,bwamu,bmq box,bwam1247,kfe
ZM,bwile,bwc,bwil1245,lmb tbw
NG,cabarmawa,mis,,
NG,calabar,efi,efik1245,efi
NA,caprivi languages,loz,lozi1239,loz
MZ,chaewa,nya,nyan1308,cic
TZ,chagga,old,moch1256,cga
NG,chamawa,mis,,
GH,chamba,bud,ntch1242,ncm
NG,chamba,ccg,samb1311,mla tik
MZ,changana,tso,chan1318,tsn
ZW,changani,tso,chan1318,tsn
MZ,chape,cce,chop1243,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul
NG,chawai,cch,atsa1241,amo
GH,chekosi,cko,anuf1239,anu
MZ,chena,seh,nucl1396,sen
BW,chechewa,nya,chew1246,cic
MW,chechewa,nya,chew1246,cic
MZ,chechewa,nya,chew1246,cic
ZA,chechewa,nya,chew1246,cic
ZM,chechewa,nya,chew1246,cic
ZW,chechewa,nya,chew1246,cic
BW,cheua,nya,chew1246,cic
MW,cheua,nya,chew1246,cic
MZ,cheua,nya,chew1246,cic
ZA,cheua,nya,chew1246,cic
ZM,cheua,nya,chew1246,cic
ZW,cheua,nya,chew1246,cic
BW,chewa,nya,chew1246,cic
MW,chewa,nya,chew1246,cic
MZ,chewa,nya,chew1246,cic
ZA,chewa,nya,chew1246,cic
ZM,chewa,nya,chew1246,cic
ZW,chewa,nya,chew1246,cic
BW,chewa/nyanja,nya,chew1246,cic
MW,chewa/nyanja,nya,chew1246,cic
MZ,chewa/nyanja,nya,chew1246,cic
ZA,chewa/nyanja,nya,chew1246,cic
ZM,chewa/nyanja,nya,chew1246,cic
ZW,chewa/nyanja,nya,chew1246,cic
BW,chewe,nya,chew1246,cic
MW,chewe,nya,chew1246,cic
MZ,chewe,nya,chew1246,cic
ZA,chewe,nya,chew1246,cic
ZM,chewe,nya,chew1246,cic
ZW,chewe,nya,chew1246,cic
BW,chichewa,nya,chew1246,cic
MW,chichewa,nya,chew1246,cic
MZ,chichewa,nya,chew1246,cic
ZA,chichewa,nya,chew1246,cic
ZM,chichewa,nya,chew1246,cic
ZW,chichewa,nya,chew1246,cic
BW,tchitchewa,nya,chew1246,cic
MW,tchitchewa,nya,chew1246,cic
MZ,tchitchewa,nya,chew1246,cic
ZA,tchitchewa,nya,chew1246,cic
ZM,tchitchewa,nya,chew1246,cic
ZW,tchitchewa,nya,chew1246,cic
MZ,chibarue,bwg,barw1243,sen
MZ,chibaure,bwg,barw1243,sen
NG,chibok,ckl,ciba1236,bpa
MZ,chiburue,bwg,barw1243,sen
MZ,chigorongozi,mis,,
ZW,chikaranga,sna,kara1480,shn
ZM,chikunda,kdn,kund1255,cic sen
ZW,chikunda,kdn,kund1255,cic sen
MW,chilambya,lai,lamb1272,lmb
MW,chilomwe,lon,mala1256,mua
MW,chimambwe,mgr,mamb1297,mmw
MW,chimang'anja,swk,mala1475,sen
MW,chimang’anja,swk,mala1475,sen
MZ,chimanica,mxc,many1258,shn
MZ,chimarenge,vmr,mare1260,eko mua
GH,chimullu,ncu,chum1261,cum
MW,chinamwanga,mwn,nyam1275,mmw
MW,chindali,ndh,ndal1241,mmw nyh
MW,chindalii,ndh,ndal1241,mmw nyh
MW,chindebele,nde,nort2795,swt xho zul
LS,chinese,cmn,mand1415,wuc
ZA,chinese,cmn,mand1415,wuc
ZW,chinese,cmn,mand1415,wuc
MZ,chingoni,ngo,ngon1270,cic
MW,chingoni,nya,ngon1270,cic
MZ,chingozi,mis,,
MZ,chinhungue,mxc,hung1277,shn
MW,chinkhonde,nyy,nkon1246,mmw nyh
MW,chinyakyusa,nyy,nyak1260,mmw nyh
MW,chinyanja,nya,nyan1308,cic
MW,chinyika,nkv,nyik1246,nyh
MW,chinyungwe,nyu,nyun1248,sen
NA,chinyungwe,nyu,nyun1248,sen
NG,chip,mjs,mish1244,anc goe mup
MW,chisena,swk,mala1475,sen
ZM,chisena,swk,mala1475,sen
MW,chisenga,tum,seng1277,cic sen
ZM,chishinga,bem,bemb1257,lmb
MW,chisukwa,ndh,ndal1241,mmw nyh
MW,chiswahili,swh,swah1253,swa
MZ,chitawala,twl,tawa1270,shn
ZW,chitawala,mis,,
MZ,chitcheiwa,nya,chew1246,cic
MZ,chiteue,twx,tewe1238,shn
MZ,chitewe,twx,tewe1238,shn
MZ,chiteye,twx,tewe1238,shn
ZW,chitoko,mis,,
MW,chitonga,tog,tong1321,cic sen
MZ,chitsua,tsc,tswa1255,rga tsn
MZ,chitswa,tsc,tswa1255,rga tsn
MW,chitumbuka,tum,tumb1250,cic sen
MZ,chitxua,tsc,tswa1255,rga tsn
MZ,chiute,twx,tewe1238,shn
MW,chiwandya,swk,mala1475,sen
ZM,chiyamba,mis,,
MW,chiyao,yao,yaoo1241,yao
GH,chokosi,cko,anuf1239,anu
ZM,chokwe,cjk,chok1245,luv
MZ,chona,mis,,
MZ,chongo,mis,,
KE,chonyi,coh,chon1287,com
MZ,chope,cce,chop1243,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul
CM,choua,mis,,
MZ,chuabo,chw,chuw1238,eko mua
GH,chukusi,cko,anuf1239,anu
GH,chumburu,ncu,chum1261,cum
MZ,chutcua,mis,,
MZ,cicopi,cce,chop1243,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul
MZ,cicoti,eko,koti1238,eko
MZ,cimanyika,mxc,many1258,shn
MZ,cindau,ndc,ndau1241,shn
MZ,cinyanja,nya,nyan1308,cic
MZ,cinyungwe,nyu,nyun1248,sen
MZ,cisena,seh,nucl1396,sen
MZ,citshwa,tsc,tswa1255,rga tsn
MG,comorien,swb wlc wni zdj,como1260,com
MZ,coti,eko,koti1238,eko
SN,creol,pov,uppe1455,gbc
SN,creole,pov,uppe1455,gbc
SN,créole,pov,uppe1455,gbc
MU,creole,mfe,mori1278,mcr
CV,caboverdiano,kea,kabu1256,por
ST,caboverdiano,kea,kabu1256,por
CV,creole,kea,kabu1256,por
ST,creole,kea,kabu1256,por
CV,crioulo,kea,kabu1256,por
ST,crioulo,kea,kabu1256,por
NG,cross river yala,yba,yala1263,ido
CM,daba,dbq,nucl1683,dab
NG,dador,mis,,
BF,dafing,rkm,mark1256,bam dyu mka mnk
ML,dafing,rkm,mark1256,bam dyu mka mnk
GH,dagaare,dga,sout2789,dga
GH,dagaari,dga,sout2789,dga
GH,dagaarti,dga,sout2789,dga
GH,dagara,dga,sout2789,dga
GH,dagare,dga,sout2789,dga
GH,dagaree,dga,sout2789,dga
GH,dagari,dga,sout2789,dga
GH,dangari,dga,sout2789,dga
BF,dagara,dgi,nort2780,dga
BF,dagari,dgi,nort2780,dga
GH,dagate,dga,sout2789,dga
GH,dagbami,dag,dagb1246,dgb
GH,dagbane,dag,dagb1246,dgb
GH,dagbani,dag,dagb1246,dgb
GH,dangbani,dag,dagb1246,dgb
GH,dagomba,dag,dagb1246,dgb
CI,dahomey,fon,fonn1241,fon
NG,dakarkari,dri,clel1238,duk
BW,damara,naq,nama1264,kho
NA,damara,naq,nama1264,kho
ZM,damara,naq,nama1264,kho
ZW,damara,naq,nama1264,kho
GH,dangaare,dga,sout2789,dga
GH,dangari,dga,sout2789,dga
GH,dangbe,ada,adan1247,ga
CM,dbo,mis,,
GH,deg-(moo),mis,,
NG,degema,deg,dege1246,deg
LR,dei,dee,dewo1238,grb gue kla wob
NG,delta,mis,,
BJ,dendi,ddn,dend1243,zar
SN,diahanke,mlq,west2500,maw
ML,diaka,mis,,
GN,diakanke,jad,jaha1245,maw xas
GN,diakanké,jad,jaha1245,maw xas
SN,diakhanke,mlq,west2500,maw
MG,dialect malg,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal
MG,dialecte,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal
MG,langue régionale,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal
MG,malagasy dialect,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal
MG,malagasy with regional variation,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal
MG,malgache avec spécificité régionale,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal
GH,dibebi,mis,,
CI,dida,dic gud,dida1245,vat
NG,diemak,mis,,
KE,digo,dig,digo1243,com
CM,dii,dur,diii1241,ygd
KE,dinka,mis,,
SN,diol,dyo,jola1263,dio
SN,diola,dyo,jola1263,dio
BF,dioula,dyu,dyul1238,dyu
CI,dioula,dyu,dyul1238,dyu
BF,dioule,dyu,dyul1238,dyu
CI,dioule,dyu,dyul1238,dyu
BJ,ditamari,tbz,dita1238,ntn
GN,djalounké,yal,yalu1240,sus
CM,djanch,mis,,
CM,djem,njy,njye1238,mkz
BF,djerma,dje,zarm1239,zar
CI,djimini,dyi,djim1235,dym
BF,docces,mis,,
ML,dogon,aqd dti dbw dbt dbu dgb dbg dds djm dmb nnz dtu dtk tde dto dtm dts dtt dym,dogo1299,dds dds dts jms tms
BF,dogon,djm dtm,plai1257,jms
BF,dogons,djm dtm,plai1257,jms
BF,dogose,dos,dogo1295,brb kby kir kow lob lye nnn ssa tem tmp vag xsm
BF,dogosse,dos,dogo1295,brb kby kir kow lob lye nnn ssa tem tmp vag xsm
GH,dolime,wlx,wali1263,dga
GH,dolimuu,mis,,
ZW,dombe,dov,domb1246,ila toz
BF,donsin,mis,,
CM,douala,dua,dual1243,dua
CM,dourou,dur,diii1241,ygd
CM,dschang,ybb,yemb1246,yem
CM,du,mis,,
ZW,dumbe,mis,,
KE,duruma,dug,duru1249,com
NG,eapie,mis,,
NG,ebira,igb,ebir1243,ebi
CI,ebrie,ebr,ebri1238,akn anu ayi ble cum nkn
MZ,echuwabu,chw,chuw1238,eko mua
NG,ecthie,mis,,
CM,edjagham,mis,,
NG,edo,bin,bini1246,bni
NG,efik,efi,efik1245,efi
GH,efutu,afu,awut1241,cum nkn
CI,ega,ega,egaa1242,ega
NG,egbema,ijc,izon1238,ijo
NG,egbma,ijc,izon1238,ijo
NG,egbueuakaa,mis,,
NG,egede,ige,iged1239,ige
NG,eggon,ego,eggo1239,bir fye gwo kgm mdz tok
NG,egi,mis,,
CI,ehotile,eot,beti1248,akn anu ayi ble cum nkn
CM,ejagam,etu,ejag1239,eja
NG,ejagam,etu,ejag1239,eja
CM,ejagham,etu,ejag1239,eja
CM,ejaka,mis,,
CM,ejakam,mis,,
MZ,ekote,eko,koti1238,eko
NG,ekpeye,ekp,ekpe1253,igb izi
CM,elam eguo,ags,esim1238,tiv
CM,elam equ0,ags,esim1238,tiv
CM,elam equo,mis,,
NG,eleme,elm,elem1253,gok kan
MZ,emakhuwa,vmw,makh1264,mua
KE,embu,ebu,embu1241,kik
BF,ehglish,eng,stan1293,eng
BJ,ehglish,eng,stan1293,eng
BW,ehglish,eng,stan1293,eng
CM,ehglish,eng,stan1293,eng
CV,ehglish,eng,stan1293,eng
GH,ehglish,eng,stan1293,eng
KE,ehglish,eng,stan1293,eng
LR,ehglish,eng,stan1293,eng
LS,ehglish,eng,stan1293,eng
MG,ehglish,eng,stan1293,eng
MU,ehglish,eng,stan1293,eng
MW,ehglish,eng,stan1293,eng
MZ,ehglish,eng,stan1293,eng
NA,ehglish,eng,stan1293,eng
NG,ehglish,eng,stan1293,eng
SD,ehglish,eng,stan1293,eng
SL,ehglish,eng,stan1293,eng
SN,ehglish,eng,stan1293,eng
SZ,ehglish,eng,stan1293,eng
UG,ehglish,eng,stan1293,eng
ZA,ehglish,eng,stan1293,eng
ZM,ehglish,eng,stan1293,eng
ZW,ehglish,eng,stan1293,eng
BF,eng,eng,stan1293,eng
BJ,eng,eng,stan1293,eng
BW,eng,eng,stan1293,eng
CM,eng,eng,stan1293,eng
CV,eng,eng,stan1293,eng
GH,eng,eng,stan1293,eng
KE,eng,eng,stan1293,eng
LR,eng,eng,stan1293,eng
LS,eng,eng,stan1293,eng
MG,eng,eng,stan1293,eng
MU,eng,eng,stan1293,eng
MW,eng,eng,stan1293,eng
MZ,eng,eng,stan1293,eng
NA,eng,eng,stan1293,eng
NG,eng,eng,stan1293,eng
SD,eng,eng,stan1293,eng
SL,eng,eng,stan1293,eng
SN,eng,eng,stan1293,eng
SZ,eng,eng,stan1293,eng
UG,eng,eng,stan1293,eng
ZA,eng,eng,stan1293,eng
ZM,eng,eng,stan1293,eng
ZW,eng,eng,stan1293,eng
BF,engels,eng,stan1293,eng
BJ,engels,eng,stan1293,eng
